AnimalType,AgeuponOutcome,Gender_Male,Gender_Unknown,Sterilization_Neutered,Sterilization_Unknown,OutcomeType
0,1.0,0,0,0,0,2
0,42.8571428571,1,0,1,0,0
0,30.0,0,0,1,0,0
0,104.285714286,0,0,1,0,2
0,104.285714286,1,0,1,0,1
0,156.428571429,1,0,1,0,2
1,208.571428571,1,0,0,0,1
0,1.0,0,0,1,0,2
1,4.0,0,0,0,0,1
0,365.0,1,0,1,0,2
0,104.285714286,0,0,1,0,1
0,156.428571429,0,0,0,0,1
1,2.0,0,1,0,1,1
1,1.0,0,0,1,0,1
1,625.714285714,0,0,1,0,2
1,1.0,1,0,0,0,1
1,1.0,0,0,0,0,1
0,312.857142857,0,0,1,0,0
1,25.7142857143,1,0,1,0,0
1,8.57142857143,1,0,1,0,0
0,34.2857142857,0,0,1,0,0
0,156.428571429,1,0,1,0,1
1,104.285714286,0,0,1,0,2
1,1.0,1,0,0,0,3
0,260.714285714,0,0,1,0,0
0,260.714285714,0,0,1,0,2
1,21.4285714286,0,1,0,1,1
0,25.7142857143,1,0,1,0,1
1,8.57142857143,0,0,1,0,0
0,1.0,1,0,1,0,0
1,12.8571428571,0,0,1,0,0
0,34.2857142857,0,0,1,0,1
0,25.7142857143,1,0,1,0,0
1,8.57142857143,1,0,1,0,0
1,8.57142857143,1,0,1,0,0
0,312.857142857,1,0,1,0,1
0,1.0,1,0,1,0,0
0,21.4285714286,0,0,0,0,1
0,208.571428571,1,0,1,0,3
0,42.8571428571,0,0,1,0,2
0,1.0,1,0,1,0,0
0,104.285714286,1,0,1,0,2
0,1.0,0,0,1,0,0
1,312.857142857,1,0,1,0,1
1,1.0,1,0,0,0,1
0,208.571428571,1,0,1,0,0
0,8.57142857143,0,0,1,0,0
0,42.8571428571,0,0,1,0,2
0,8.57142857143,1,0,1,0,0
0,104.285714286,1,0,1,0,2
0,30.0,1,0,1,0,0
1,25.7142857143,1,0,0,0,1
0,1.0,1,0,1,0,2
0,260.714285714,1,0,1,0,2
0,312.857142857,0,0,1,0,2
1,3.0,0,1,0,1,1
1,2.0,0,1,0,1,1
0,1.0,1,0,0,0,1
0,8.57142857143,0,0,1,0,0
1,0.0,0,1,0,1,1
1,1.0,0,0,0,0,1
0,104.285714286,1,0,1,0,1
1,1.0,0,1,0,1,1
0,260.714285714,0,0,1,0,0
1,12.8571428571,0,0,1,0,0
0,104.285714286,0,0,0,0,0
0,104.285714286,1,0,0,0,3
0,260.714285714,1,0,1,0,2
0,1.0,1,0,1,0,0
0,260.714285714,0,0,1,0,1
0,260.714285714,1,0,1,0,2
0,42.8571428571,1,0,1,0,1
0,2.0,0,0,0,0,1
1,21.4285714286,1,0,1,0,1
0,521.428571429,1,0,1,0,1
0,30.0,0,0,1,0,0
1,104.285714286,0,0,1,0,0
1,25.7142857143,1,0,1,0,0
0,104.285714286,1,0,1,0,0
0,1.0,1,0,0,0,0
0,104.285714286,1,0,1,0,2
1,156.428571429,0,0,1,0,3
1,17.1428571429,0,0,1,0,1
0,782.142857143,0,0,1,0,2
0,208.571428571,1,0,1,0,0
0,3.0,1,0,0,0,1
0,1.0,1,0,1,0,2
0,156.428571429,0,0,1,0,2
0,104.285714286,1,0,0,0,2
1,8.57142857143,0,0,1,0,0
0,417.142857143,1,0,1,0,2
0,365.0,1,0,1,0,2
0,42.8571428571,1,0,1,0,0
1,8.57142857143,0,0,1,0,0
1,1.0,0,0,0,0,3
0,156.428571429,1,0,1,0,0
1,8.57142857143,0,0,1,0,0
1,8.57142857143,1,0,1,0,1
0,21.4285714286,0,0,1,0,2
0,156.428571429,1,0,1,0,1
0,156.428571429,0,0,1,0,0
0,104.285714286,1,0,0,0,1
0,730.0,1,0,1,0,2
0,1.0,0,0,1,0,0
0,8.57142857143,0,0,1,0,0
0,104.285714286,0,0,1,0,0
0,104.285714286,0,0,1,0,1
0,1.0,0,0,1,0,0
0,8.57142857143,0,0,1,0,0
0,17.1428571429,1,0,0,0,1
0,1.0,1,0,1,0,0
0,104.285714286,1,0,1,0,1
0,1.0,1,0,1,0,0
0,21.4285714286,1,0,1,0,0
0,208.571428571,1,0,1,0,2
0,1.0,1,0,1,0,0
1,17.1428571429,1,0,1,0,0
0,365.0,0,0,1,0,2
0,104.285714286,0,0,1,0,2
0,156.428571429,0,0,1,0,0
1,8.57142857143,0,0,0,0,1
1,12.8571428571,1,0,0,0,1
0,21.4285714286,0,0,0,0,1
1,104.285714286,1,0,0,0,1
0,156.428571429,0,0,0,0,3
1,312.857142857,1,0,1,0,1
1,260.714285714,0,0,1,0,0
0,104.285714286,1,0,1,0,2
0,156.428571429,0,0,1,0,0
0,1.0,0,0,1,0,0
0,156.428571429,1,0,0,0,1
1,42.8571428571,0,0,0,0,1
1,21.4285714286,0,0,1,0,0
0,1.0,1,0,1,0,0
0,365.0,0,0,1,0,2
1,417.142857143,0,0,1,0,1
0,312.857142857,1,0,0,0,2
0,208.571428571,0,0,1,0,2
0,521.428571429,1,0,1,0,2
0,208.571428571,1,0,1,0,3
0,12.8571428571,1,0,1,0,2
0,1.0,0,0,0,0,0
0,12.8571428571,0,0,0,0,1
0,208.571428571,1,0,0,0,2
1,312.857142857,1,0,1,0,1
0,1.0,0,0,0,0,1
1,8.57142857143,0,0,1,0,0
1,156.428571429,1,0,1,0,0
0,104.285714286,0,0,0,0,1
1,3.0,1,0,0,0,1
0,156.428571429,0,0,1,0,0
0,25.7142857143,0,0,1,0,0
0,8.57142857143,1,0,1,0,0
1,1.0,0,0,1,0,0
1,1.0,0,0,1,0,0
0,17.1428571429,1,0,1,0,0
0,104.285714286,0,0,1,0,2
1,104.285714286,0,0,1,0,1
0,156.428571429,0,0,1,0,0
0,104.285714286,1,0,1,0,2
0,677.857142857,1,0,1,0,1
1,521.428571429,0,0,1,0,0
0,104.285714286,0,0,1,0,0
1,4.0,1,0,0,0,1
1,104.285714286,1,0,0,0,1
0,260.714285714,1,0,1,0,1
0,1.0,0,0,0,0,1
1,3.0,1,0,0,0,1
1,104.285714286,1,0,1,0,0
0,104.285714286,0,0,1,0,2
0,208.571428571,0,0,1,0,0
1,12.8571428571,0,0,1,0,0
0,260.714285714,0,0,1,0,0
1,3.0,0,1,0,1,1
0,6.0,1,0,0,0,1
0,17.1428571429,1,0,1,0,0
1,1.0,1,0,1,0,0
1,1.0,1,0,0,0,0
0,1.0,0,0,1,0,0
0,104.285714286,1,0,1,0,0
1,104.285714286,1,0,1,0,3
1,12.8571428571,1,0,1,0,0
0,8.57142857143,0,0,1,0,0
1,104.285714286,1,0,0,0,1
0,1.0,1,0,0,0,2
1,521.428571429,0,0,0,0,2
0,21.4285714286,1,0,1,0,0
0,573.571428571,0,0,1,0,2
0,104.285714286,1,0,1,0,2
0,312.857142857,0,0,1,0,2
0,1.0,0,0,1,0,1
1,4.0,1,0,0,0,1
1,12.8571428571,1,0,1,0,0
0,1.0,1,0,1,0,0
0,156.428571429,1,0,1,0,0
1,1.0,1,0,0,0,1
0,104.285714286,0,0,0,0,1
1,1.0,0,0,1,0,1
1,8.57142857143,0,0,1,0,0
1,8.57142857143,1,0,1,0,0
0,1.0,0,0,1,0,0
0,1.0,1,0,1,0,0
0,1.0,1,0,1,0,0
1,8.57142857143,0,0,1,0,0
1,1.0,1,0,0,0,1
0,156.428571429,0,0,1,0,0
1,1.0,1,0,1,0,1
1,12.8571428571,0,0,1,0,0
0,104.285714286,0,0,0,0,2
0,1.0,1,0,1,0,0
1,156.428571429,0,0,1,0,0
0,521.428571429,1,0,1,0,0
0,1.0,0,0,1,0,1
0,208.571428571,1,0,1,0,1
0,12.8571428571,1,0,1,0,1
0,208.571428571,0,0,1,0,1
0,2.0,0,0,0,0,1
1,1.0,0,0,0,0,1
0,104.285714286,1,0,1,0,0
1,21.4285714286,1,0,1,0,0
0,208.571428571,0,0,1,0,2
0,1.0,0,0,1,0,0
1,1.0,1,0,0,0,1
1,42.8571428571,0,0,1,0,1
1,1.0,1,0,0,0,1
1,17.1428571429,0,0,1,0,0
0,365.0,0,0,1,0,2
0,1.0,1,0,1,0,2
1,1.0,1,0,0,0,1
0,1.0,1,0,1,0,0
1,1.0,1,0,1,0,1
0,104.285714286,1,0,1,0,0
0,1.0,0,0,1,0,0
1,625.714285714,1,0,1,0,3
1,1.0,0,0,0,0,1
1,3.0,1,0,0,0,1
1,1.0,1,0,0,0,1
1,21.4285714286,0,1,0,1,1
0,104.285714286,1,0,1,0,1
0,104.285714286,0,0,1,0,0
1,8.57142857143,1,0,1,0,0
0,365.0,1,0,0,0,3
0,1.0,1,0,1,0,0
0,1.0,0,0,1,0,0
0,104.285714286,1,0,1,0,2
0,312.857142857,1,0,1,0,2
0,156.428571429,1,0,1,0,0
1,3.0,1,0,0,0,1
0,17.1428571429,1,0,0,0,1
0,12.8571428571,1,0,0,0,1
0,47.1428571429,0,0,1,0,0
1,17.1428571429,0,0,0,0,1
1,42.8571428571,1,0,0,0,1
0,469.285714286,0,0,1,0,2
0,6.0,0,1,0,1,1
0,1.0,1,0,1,0,0
1,12.8571428571,0,0,1,0,0
1,156.428571429,1,0,1,0,2
0,25.7142857143,1,0,0,0,2
0,38.5714285714,1,0,1,0,0
0,1.0,1,0,1,0,1
1,1.0,0,0,0,0,3
0,312.857142857,0,0,1,0,0
0,260.714285714,1,0,1,0,0
0,104.285714286,1,0,1,0,0
1,3.0,0,1,0,1,1
0,365.0,0,0,1,0,2
1,2.0,0,1,0,1,1
0,104.285714286,1,0,0,0,1
0,469.285714286,1,0,1,0,3
0,1.0,1,0,0,0,1
0,104.285714286,1,0,1,0,2
1,8.57142857143,0,0,1,0,0
0,1.0,1,0,1,0,0
1,8.57142857143,0,0,1,0,0
0,1.0,0,0,1,0,1
0,260.714285714,0,0,1,0,0
0,208.571428571,1,0,1,0,2
0,156.428571429,1,0,1,0,2
0,38.5714285714,0,0,1,0,0
1,208.571428571,1,0,1,0,2
0,104.285714286,0,0,1,0,2
0,8.57142857143,0,0,1,0,0
0,25.7142857143,1,0,1,0,0
1,21.4285714286,1,0,1,0,0
0,8.57142857143,0,0,0,0,1
0,1.0,0,0,1,0,2
1,21.4285714286,0,0,1,0,0
0,21.4285714286,0,0,1,0,0
0,104.285714286,1,0,1,0,1
0,260.714285714,1,0,1,0,2
0,30.0,0,0,1,0,0
0,156.428571429,1,0,1,0,2
1,521.428571429,0,0,1,0,4
1,3.0,0,0,0,0,1
0,1.0,1,0,0,0,1
0,312.857142857,1,0,1,0,0
1,1.0,0,1,0,1,1
1,1.0,0,0,1,0,0
1,1.0,0,0,0,0,1
0,260.714285714,0,0,0,0,2
1,12.8571428571,1,0,1,0,0
1,17.1428571429,0,0,1,0,0
1,1.0,0,0,1,0,0
1,1.0,0,0,0,0,1
0,1.0,1,0,1,0,2
0,312.857142857,0,0,1,0,2
0,677.857142857,0,0,1,0,2
0,156.428571429,1,0,1,0,0
0,8.57142857143,0,0,1,0,0
0,417.142857143,1,0,1,0,2
1,104.285714286,1,0,0,0,1
1,12.8571428571,0,0,1,0,0
0,156.428571429,1,0,1,0,2
0,1.0,1,0,1,0,0
1,1.0,0,0,0,0,1
0,260.714285714,1,0,1,0,1
0,104.285714286,0,0,1,0,0
1,3.0,0,1,0,1,1
0,104.285714286,0,0,1,0,0
0,8.57142857143,0,0,1,0,0
0,208.571428571,1,0,1,0,3
1,12.8571428571,0,0,0,0,1
1,104.285714286,0,0,1,0,1
0,156.428571429,0,0,1,0,0
0,21.4285714286,1,0,0,0,1
1,1.0,0,1,0,1,1
1,1.0,1,0,1,0,1
0,12.8571428571,0,0,1,0,0
0,30.0,1,0,1,0,0
1,8.57142857143,1,0,1,0,0
0,104.285714286,0,0,1,0,0
0,104.285714286,0,0,1,0,2
1,17.1428571429,0,0,1,0,0
1,25.7142857143,0,0,1,0,0
1,3.0,1,0,0,0,1
1,104.285714286,0,1,0,1,1
1,12.8571428571,1,0,1,0,1
1,1.0,0,1,0,1,1
1,4.0,0,1,0,1,1
1,1.0,1,0,0,0,1
0,1.0,1,0,1,0,1
1,1.0,0,0,1,0,0
0,1.0,1,0,1,0,0
0,104.285714286,0,0,1,0,1
1,8.57142857143,0,0,1,0,0
0,1.0,1,0,1,0,0
0,104.285714286,1,0,1,0,2
1,8.57142857143,0,0,1,0,0
0,365.0,0,0,1,0,2
1,8.57142857143,1,0,1,0,0
1,8.57142857143,1,0,1,0,0
1,156.428571429,1,0,1,0,1
1,104.285714286,0,0,1,0,0
0,34.2857142857,0,0,1,0,0
1,417.142857143,0,0,1,0,3
0,25.7142857143,1,0,1,0,0
1,8.57142857143,0,0,1,0,0
1,2.0,0,0,0,0,1
0,1.0,1,0,1,0,2
0,104.285714286,0,0,1,0,2
0,8.57142857143,0,0,1,0,1
1,2.0,0,1,0,1,1
0,208.571428571,1,0,1,0,0
0,730.0,1,0,0,0,2
1,1.0,1,0,0,0,1
1,17.1428571429,1,0,1,0,0
1,34.2857142857,1,0,1,0,0
0,1.0,1,0,1,0,1
0,1.0,1,0,0,0,1
1,8.57142857143,0,0,1,0,0
0,312.857142857,1,0,1,0,3
0,156.428571429,0,0,1,0,2
1,1.0,1,0,0,0,3
0,156.428571429,0,0,1,0,1
0,365.0,0,0,1,0,2
1,12.8571428571,0,1,0,1,1
0,1.0,0,0,0,0,2
1,260.714285714,1,0,1,0,1
0,1.0,1,0,1,0,2
0,260.714285714,0,0,1,0,2
0,104.285714286,0,0,1,0,1
0,104.285714286,1,0,1,0,0
1,3.0,1,0,0,0,1
0,104.285714286,0,0,1,0,0
0,208.571428571,1,0,1,0,0
0,1.0,0,0,1,0,0
1,417.142857143,0,0,1,0,0
1,521.428571429,1,0,1,0,4
1,8.57142857143,0,0,0,0,1
0,8.57142857143,1,0,1,0,1
1,8.57142857143,1,0,1,0,1
0,1.0,0,1,0,1,2
0,260.714285714,1,0,1,0,2
1,8.57142857143,0,0,0,0,1
1,208.571428571,0,0,1,0,0
1,25.7142857143,1,0,0,0,0
1,260.714285714,0,0,1,0,1
0,208.571428571,1,0,1,0,0
0,365.0,1,0,1,0,0
1,21.4285714286,1,0,1,0,0
0,12.8571428571,1,0,0,0,1
0,12.8571428571,1,0,1,0,0
0,573.571428571,0,0,1,0,0
0,365.0,1,0,1,0,2
1,1.0,0,0,1,0,0
0,34.2857142857,0,0,0,0,1
0,469.285714286,0,0,1,0,3
0,1.0,1,0,0,0,1
1,8.57142857143,1,0,1,0,0
0,104.285714286,0,0,1,0,2
0,104.285714286,1,0,1,0,1
0,156.428571429,0,0,1,0,2
1,8.57142857143,0,0,1,0,0
1,12.8571428571,1,0,0,0,1
0,521.428571429,1,0,1,0,2
0,312.857142857,1,0,0,0,3
0,6.0,1,0,0,0,1
0,1.0,0,0,1,0,0
0,104.285714286,1,0,1,0,2
1,21.4285714286,1,0,1,0,0
0,156.428571429,0,0,1,0,0
0,156.428571429,1,0,1,0,0
0,365.0,1,0,1,0,0
0,104.285714286,1,0,1,0,1
0,104.285714286,0,0,1,0,0
0,417.142857143,1,0,0,0,3
0,42.8571428571,1,0,1,0,0
0,208.571428571,0,0,0,0,2
1,8.57142857143,1,0,1,0,0
1,1.0,0,1,0,1,1
1,8.57142857143,0,0,0,0,1
1,8.57142857143,1,0,1,0,0
0,156.428571429,0,0,1,0,3
1,104.285714286,1,0,0,0,1
0,208.571428571,0,0,1,0,0
0,1.0,1,0,1,0,0
0,365.0,0,0,1,0,2
1,1.0,0,0,1,0,1
0,104.285714286,1,0,1,0,0
1,1.0,0,0,1,0,2
0,104.285714286,0,0,1,0,1
0,42.8571428571,1,0,1,0,1
0,156.428571429,0,0,1,0,0
0,1.0,0,0,0,0,2
1,8.57142857143,0,0,1,0,0
0,1.0,0,0,1,0,0
0,260.714285714,0,0,1,0,0
1,8.57142857143,1,0,1,0,0
1,1.0,1,0,1,0,1
1,2.0,0,1,0,1,1
0,625.714285714,0,0,1,0,2
0,312.857142857,1,0,1,0,2
1,8.57142857143,1,0,1,0,0
0,34.2857142857,0,0,1,0,0
0,104.285714286,0,0,1,0,1
1,1.0,0,0,1,0,1
1,1.0,0,1,0,1,1
0,156.428571429,1,0,1,0,2
1,3.0,0,1,0,1,1
0,104.285714286,0,0,0,0,3
0,104.285714286,0,0,1,0,1
0,260.714285714,0,0,1,0,0
0,260.714285714,1,0,1,0,1
1,417.142857143,0,0,1,0,0
1,12.8571428571,1,0,1,0,0
1,8.57142857143,1,0,1,0,0
0,156.428571429,1,0,1,0,1
1,2.0,1,0,0,0,1
0,3.0,0,0,0,0,1
0,1.0,1,0,1,0,0
1,25.7142857143,0,0,1,0,0
1,1.0,1,0,0,0,1
0,365.0,1,0,1,0,2
1,2.0,0,0,0,0,1
1,1.0,0,0,0,0,1
1,8.57142857143,1,0,1,0,0
0,104.285714286,0,0,1,0,0
1,260.714285714,1,0,0,0,3
0,1.0,0,0,0,0,2
1,417.142857143,1,0,1,0,2
0,104.285714286,1,0,1,0,0
0,12.8571428571,0,0,1,0,1
0,1.0,0,0,0,0,1
0,1.0,1,0,1,0,0
1,12.8571428571,0,0,1,0,0
1,4.0,1,0,0,0,4
0,1.0,1,0,1,0,1
1,1.0,1,0,0,0,3
1,4.0,0,0,0,0,3
1,4.0,0,0,0,0,1
1,1.0,0,0,0,0,1
1,34.2857142857,1,0,1,0,1
0,1.0,1,0,0,0,1
0,1.0,1,0,1,0,1
0,1.0,0,0,0,0,2
0,417.142857143,0,0,1,0,2
0,156.428571429,0,0,1,0,2
0,1.0,1,0,0,0,2
0,104.285714286,1,0,1,0,0
1,260.714285714,0,0,1,0,1
1,1.0,0,0,0,0,1
0,1.0,1,0,1,0,0
1,8.57142857143,1,0,1,0,1
0,1.0,1,0,1,0,0
0,104.285714286,0,0,0,0,3
1,1.0,0,0,1,0,0
1,12.8571428571,1,0,0,0,1
1,30.0,0,1,0,1,1
0,156.428571429,0,0,1,0,3
0,8.57142857143,1,0,1,0,0
0,417.142857143,1,0,1,0,2
1,8.57142857143,0,0,1,0,0
0,156.428571429,1,0,1,0,2
0,1.0,1,0,1,0,0
0,1.0,1,0,1,0,1
1,5.0,1,0,0,0,4
0,42.8571428571,0,0,1,0,2
0,156.428571429,1,0,1,0,1
0,208.571428571,0,0,1,0,0
0,312.857142857,1,0,1,0,0
1,1.0,1,0,1,0,1
1,1.0,0,1,0,1,1
0,104.285714286,0,0,1,0,2
0,156.428571429,1,0,1,0,0
1,2.0,0,1,0,1,1
1,1.0,0,0,0,0,1
1,104.285714286,0,0,1,0,0
0,104.285714286,0,0,1,0,2
1,312.857142857,0,0,1,0,2
0,42.8571428571,1,0,0,0,2
1,38.5714285714,1,0,1,0,0
0,104.285714286,1,0,1,0,1
0,8.57142857143,0,0,0,0,1
0,12.8571428571,0,0,1,0,0
0,260.714285714,0,0,1,0,1
0,469.285714286,1,0,1,0,0
0,156.428571429,0,0,1,0,2
1,12.8571428571,1,0,1,0,0
0,156.428571429,1,0,1,0,0
1,1.0,0,0,0,0,0
0,156.428571429,1,0,1,0,0
0,1.0,1,0,1,0,2
1,521.428571429,1,0,1,0,1
1,1.0,1,0,0,0,1
0,156.428571429,0,0,1,0,2
1,2.0,0,0,0,0,1
0,1.0,0,0,1,0,2
0,8.57142857143,0,0,1,0,0
0,21.4285714286,1,0,1,0,0
1,2.0,0,0,0,0,1
0,21.4285714286,1,0,0,0,1
0,625.714285714,1,0,1,0,2
0,8.57142857143,1,0,1,0,0
0,469.285714286,1,0,1,0,2
0,1.0,0,0,0,0,1
0,469.285714286,0,0,1,0,0
0,1.0,0,0,0,0,1
0,1.0,0,0,0,0,1
0,42.8571428571,1,0,1,0,0
0,156.428571429,0,0,0,0,3
1,1.0,0,0,1,0,1
1,21.4285714286,0,0,1,0,0
0,1.0,0,0,1,0,0
0,47.1428571429,1,0,0,0,2
0,42.8571428571,0,0,1,0,0
1,1.0,0,1,0,1,1
1,104.285714286,1,0,1,0,2
1,25.7142857143,0,1,0,1,1
0,21.4285714286,1,0,1,0,1
0,417.142857143,1,0,1,0,2
1,25.7142857143,0,0,1,0,1
0,8.57142857143,0,0,1,0,0
0,104.285714286,0,0,1,0,2
1,17.1428571429,0,0,0,0,1
0,42.8571428571,1,0,1,0,2
1,2.0,1,0,0,0,1
1,3.0,0,0,0,0,1
1,2.0,0,0,0,0,1
0,104.285714286,1,0,1,0,0
0,17.1428571429,0,0,1,0,0
1,3.0,1,0,0,0,1
1,1.0,1,0,1,0,1
1,8.57142857143,0,0,0,0,1
0,156.428571429,1,0,1,0,3
1,1.0,1,0,0,0,3
1,12.8571428571,1,0,1,0,0
0,8.57142857143,1,0,1,0,0
1,1.0,0,1,0,1,1
0,156.428571429,0,0,1,0,0
0,104.285714286,0,0,1,0,0
0,1.0,1,0,1,0,0
0,42.8571428571,0,0,1,0,0
0,260.714285714,1,0,1,0,0
1,3.0,0,1,0,1,1
1,8.57142857143,1,0,1,0,1
1,417.142857143,1,0,1,0,3
0,104.285714286,0,0,1,0,0
1,1.0,0,0,1,0,0
1,1.0,0,0,1,0,1
1,312.857142857,1,0,1,0,1
1,104.285714286,0,0,1,0,1
1,12.8571428571,0,0,1,0,0
1,8.57142857143,0,0,1,0,0
1,1.0,0,1,0,1,1
1,521.428571429,1,0,1,0,1
0,208.571428571,1,0,1,0,2
1,17.1428571429,1,0,1,0,0
0,104.285714286,1,0,1,0,0
0,156.428571429,0,0,1,0,0
0,25.7142857143,1,0,0,0,1
0,104.285714286,0,0,1,0,0
0,625.714285714,0,0,1,0,1
1,1.0,1,0,0,0,1
0,25.7142857143,0,0,0,0,1
0,104.285714286,1,0,0,0,2
1,3.0,0,1,0,1,1
0,156.428571429,0,0,1,0,0
0,677.857142857,0,0,1,0,1
0,1.0,1,0,1,0,0
0,208.571428571,1,0,1,0,0
0,1.0,0,0,1,0,1
1,1.0,0,1,0,1,1
1,260.714285714,0,0,0,0,3
1,8.57142857143,0,0,1,0,0
1,1.0,0,0,0,0,1
0,260.714285714,1,0,1,0,2
0,208.571428571,0,0,1,0,2
1,104.285714286,1,0,0,0,2
0,208.571428571,0,0,0,0,2
1,8.57142857143,1,0,1,0,0
0,1.0,1,0,1,0,0
1,260.714285714,1,0,1,0,3
0,208.571428571,0,0,1,0,2
1,8.57142857143,0,0,1,0,0
1,8.57142857143,1,0,0,0,1
1,30.0,0,0,1,0,1
1,104.285714286,0,0,1,0,0
1,12.8571428571,1,0,1,0,0
0,156.428571429,1,0,1,0,1
0,677.857142857,0,0,1,0,2
1,8.57142857143,1,0,1,0,0
1,1.0,0,0,1,0,0
0,469.285714286,0,0,1,0,0
0,1.0,0,0,1,0,0
0,1.0,1,0,1,0,0
1,260.714285714,0,0,1,0,2
0,156.428571429,1,0,1,0,0
0,365.0,1,0,1,0,1
1,104.285714286,1,0,0,0,1
0,156.428571429,0,0,1,0,0
0,1.0,1,0,1,0,0
0,260.714285714,1,0,0,0,2
0,1.0,0,0,0,0,1
0,21.4285714286,1,0,1,0,0
1,4.0,0,0,0,0,1
0,8.57142857143,1,0,1,0,0
0,156.428571429,0,0,1,0,2
0,104.285714286,1,0,1,0,2
0,1.0,1,0,0,0,2
1,104.285714286,1,0,1,0,0
0,208.571428571,0,0,1,0,2
0,1.0,0,0,1,0,1
0,1.0,1,0,1,0,0
0,469.285714286,0,0,1,0,1
0,1.0,0,0,1,0,1
1,156.428571429,1,0,0,0,1
1,1.0,0,0,1,0,0
1,4.0,0,0,0,0,1
0,104.285714286,0,0,0,0,2
0,1.0,0,0,1,0,0
0,156.428571429,1,0,0,0,2
0,12.8571428571,0,0,1,0,0
0,1.0,0,0,1,0,0
1,1.0,0,0,0,0,1
1,8.57142857143,1,0,0,0,1
0,21.4285714286,0,0,1,0,0
0,208.571428571,1,0,1,0,2
0,8.57142857143,1,0,1,0,0
0,25.7142857143,0,0,1,0,1
1,3.0,0,1,0,1,1
1,2.0,1,0,0,0,1
0,208.571428571,0,0,1,0,2
1,8.57142857143,1,0,1,0,1
0,156.428571429,1,0,1,0,0
1,34.2857142857,1,0,1,0,0
1,17.1428571429,1,0,0,0,1
1,8.57142857143,1,0,1,0,0
0,104.285714286,0,0,1,0,0
1,677.857142857,0,0,1,0,1
0,156.428571429,1,0,1,0,1
0,312.857142857,0,0,1,0,0
0,104.285714286,0,0,1,0,1
0,30.0,1,0,1,0,1
1,104.285714286,0,0,1,0,2
0,156.428571429,0,0,1,0,2
1,2.0,0,1,0,1,1
1,8.57142857143,1,0,1,0,0
0,156.428571429,0,0,1,0,2
1,104.285714286,0,0,0,0,1
0,25.7142857143,1,0,1,0,0
0,521.428571429,0,0,0,0,3
1,1.0,1,0,1,0,0
0,104.285714286,0,0,0,0,1
0,104.285714286,1,0,1,0,1
1,8.57142857143,0,0,1,0,0
0,104.285714286,0,0,1,0,2
0,156.428571429,0,0,1,0,2
1,3.0,0,0,0,0,1
1,104.285714286,1,0,1,0,2
0,8.57142857143,1,0,1,0,1
0,208.571428571,0,0,1,0,0
1,8.57142857143,1,0,1,0,0
1,8.57142857143,0,0,1,0,0
1,3.0,0,1,0,1,1
0,1.0,1,0,1,0,3
1,1.0,0,0,1,0,0
1,260.714285714,1,0,1,0,3
0,8.57142857143,0,0,1,0,0
0,156.428571429,1,0,1,0,2
0,1.0,0,0,1,0,0
1,38.5714285714,0,0,0,0,1
0,1.0,0,0,1,0,2
0,104.285714286,1,0,1,0,1
1,2.0,1,0,0,0,1
0,1.0,1,0,1,0,2
1,4.0,1,0,0,0,1
0,25.7142857143,0,0,0,0,1
1,156.428571429,0,0,1,0,2
0,1.0,1,0,0,0,1
1,12.8571428571,1,0,1,0,0
0,8.57142857143,0,0,1,0,1
0,30.0,1,0,0,0,2
1,25.7142857143,1,0,1,0,0
1,8.57142857143,1,0,1,0,0
1,17.1428571429,0,0,1,0,0
1,573.571428571,0,0,1,0,0
1,4.0,1,0,0,0,1
0,1.0,0,0,0,0,3
0,1.0,0,0,1,0,0
0,312.857142857,1,0,1,0,1
1,12.8571428571,0,0,1,0,0
1,1.0,1,0,0,0,1
1,104.285714286,1,0,0,0,1
0,365.0,1,0,1,0,2
1,1.0,0,0,1,0,1
1,1.0,0,0,0,0,1
0,104.285714286,0,0,1,0,1
1,104.285714286,0,0,1,0,1
1,17.1428571429,0,0,1,0,0
1,3.0,0,0,0,0,1
1,2.0,1,0,0,0,1
0,1.0,0,0,0,0,1
1,208.571428571,0,0,1,0,0
0,208.571428571,1,0,0,0,1
1,12.8571428571,0,0,1,0,1
1,104.285714286,1,0,0,0,3
1,8.57142857143,0,0,1,0,0
1,12.8571428571,1,0,1,0,0
0,1.0,1,0,1,0,2
1,1.0,0,0,0,0,1
0,8.57142857143,0,0,1,0,0
1,1.0,0,1,0,1,1
1,25.7142857143,0,0,1,0,0
1,3.0,1,0,0,0,1
1,1.0,0,0,1,0,1
0,1.0,1,0,1,0,1
1,8.57142857143,0,0,1,0,0
1,2.0,0,1,0,1,3
1,1.0,1,0,0,0,4
0,156.428571429,1,0,1,0,2
1,104.285714286,0,0,0,0,1
0,208.571428571,0,0,1,0,0
0,104.285714286,1,0,1,0,2
1,3.0,1,0,0,0,1
1,12.8571428571,1,0,1,0,0
0,12.8571428571,0,0,1,0,0
1,25.7142857143,0,0,0,0,1
1,8.57142857143,1,0,1,0,1
1,417.142857143,0,0,1,0,0
0,312.857142857,1,0,1,0,2
1,104.285714286,0,0,0,0,3
1,4.0,0,1,0,1,1
1,1.0,0,1,0,1,1
1,208.571428571,0,0,0,0,1
0,104.285714286,0,0,0,0,3
0,1.0,1,0,1,0,0
0,8.57142857143,0,0,1,0,1
1,3.0,0,1,0,1,1
1,469.285714286,0,0,1,0,0
0,38.5714285714,1,0,1,0,0
0,156.428571429,0,0,1,0,3
